00:07:07.400,00:07:09.030,齐妃此话差矣,00:07:05.340,00:07:09.160,Your Majesty always jokes with me.
00:07:09.400,00:07:10.230,皇上近日,00:07:09.400,00:07:11.160,"That's incorrect, Consort Astuce."
00:07:10.480,00:07:12.310,明明只喜欢跟安常在说笑,,,
00:07:12.840,00:07:14.910,怎的你偏要往自己身上扯啊,00:07:11.160,00:07:14.380,His Majesty only banters with Attendant An lately.
00:07:15.560,00:07:16.830,让旁人听了,00:07:14.380,00:07:17.000,Don't make this about you.
00:07:17.320,00:07:19.510,还以为你是要沾安常在的光呢,00:07:17.620,00:07:21.560,People would say that you are stealing Attendant An's glory.
00:07:25.200,00:07:26.510,嫔妾才疏德浅,,,
00:07:27.240,00:07:28.870,凡事还请娘娘多赐教,00:07:27.180,00:07:31.440,"I am always appreciative when Your Highness has
any advice for my shallow talent and dull mind."
00:07:29.600,00:07:30.950,也敬华妃娘娘一杯,00:07:31.500,00:07:33.800,May I make a toast to Your Highness?
00:07:46.160,00:07:48.470,到底是华妃宽宏大度,00:07:48.140,00:07:52.120,"Consort Fleur has a big heart
[to accept the toast from a lower concubine]"""
00:08:01.160,00:08:02.710,我有些醉了 想出去走走,,,
00:08:04.160,00:08:06.830,我第一次来畅春园不熟悉路,00:08:03.040,00:08:05.920,I'm a little drunk. I need some fresh air.
00:08:07.200,00:08:09.190,还是请槿汐姑姑陪小主过去吧,00:08:05.980,00:08:08.900,I'm not familiar with the garden.
,,,00:08:08.900,00:08:12.240,"May I trouble you to accompany My Lady, Madam?"
00:08:13.560,00:08:15.710,皇上臣妾敬您,00:08:15.420,00:08:18.480,"Your Majesty, here's to you."
00:08:26.120,00:08:27.270,这里好幽静啊,,,
00:08:29.040,00:08:30.150,这畅春园哪,00:08:27.980,00:08:30.680,The garden is so quiet and secluded.
00:08:30.760,00:08:33.030,本是康熙先帝最爱来的行宫,00:08:31.020,00:08:35.720,"The Garden of Vibrant Spring was
the prior emperor Kangxi's favorite palace."
00:08:33.840,00:08:36.390,先帝去世以后自然就冷清多了,,,
00:08:38.760,00:08:41.430,你看前面就是桐花台了,00:08:35.980,00:08:39.420,It has been rarely visited since he passed away.
00:08:42.960,00:08:44.390,小主愿意出来走走,00:08:40.440,00:08:44.560,"Look, that is Tung Blossoms Terrace."
00:08:44.760,00:08:47.510,宫中夜宴近处总是嘈杂的,00:08:44.920,00:08:48.774,"My Lady, if you would like to avoid the bustling banquet,"
00:08:47.800,00:08:49.110,咱不妨前去看看,,,
00:08:49.920,00:08:50.990,桐花台,00:08:48.780,00:08:52.080,we might as well visit the terrace.
00:08:52.720,00:08:54.990,宫中难得有这样别致清丽的名字,00:08:52.220,00:08:54.280,Tung Blossoms Terrace?
00:08:55.840,00:08:56.910,我先前听说,00:08:54.280,00:08:57.920,What a graceful name!
00:08:57.320,00:09:00.230,这梧桐啊 是最贞节恩爱的树木,00:08:58.240,00:09:02.360,"I heard that the Tung trees represent
the purest and most faithful love."
00:09:01.120,00:09:04.990,所以此台是先帝爷专为舒妃所建,00:09:03.040,00:09:07.840,The prior emperor built the terrace for Consort Serein.
00:09:06.640,00:09:08.190,只可惜那个舒妃啊,00:09:07.840,00:09:08.740,(sign)
00:09:09.480,00:09:12.550,在先帝那一朝那是受尽恩宠,00:09:08.740,00:09:14.860,"Unfortunately, although Consort Serein
was loved exclusively for so many years,"
00:09:13.120,00:09:17.670,而今却出居道家实在可叹,00:09:15.080,00:09:18.920,she is now living in a Taoist temple.
00:09:20.400,00:09:21.790,怎么如此荒凉,00:09:19.020,00:09:21.020,What a shame!
00:09:23.080,00:09:24.230,皇上登基后,00:09:22.220,00:09:24.880,What a deserted place!
00:09:24.520,00:09:26.550,太后嫌弃桐花台太过奢靡,,,
00:09:27.160,00:09:29.630,加之平日甚少有人来,00:09:25.220,00:09:29.080,"After His Majesty's coronation, the Empress Dowager
was critical of the terrace's extravagance."
00:09:30.000,00:09:31.310,渐渐就荒废了,00:09:29.440,00:09:34.120,The terrace was gradually abandoned since it was rarely visited.
00:09:33.040,00:09:34.590,再美再好的情事,,,
00:09:35.000,00:09:36.590,也不过浮云一瞬间,00:09:34.840,00:09:39.260,"Even the most beautiful love could only
last as long as the floating clouds."
00:09:37.560,00:09:38.790,桐花台如此,,,
00:09:39.360,00:09:42.030,先帝与舒妃的情爱又何尝不是呢,00:09:39.500,00:09:44.420,"The love between the prior emperor and Consort Serein
lasted as briefly as the Tung Blossoms Terrace."
00:09:42.880,00:09:43.870,是啊,,,
00:09:46.080,00:09:47.830,你在此留候我上去看看,00:09:44.780,00:09:46.540,I agree.
,,,00:09:47.980,00:09:51.820,"Please wait here.
I will go up to the terrace."
00:09:51.560,00:09:52.590,可要小心哪,00:09:53.440,00:09:55.660,You must be careful!
00:10:01.680,00:10:03.190,桐花台,00:10:04.000,00:10:07.900,(Reading the plaque) Tung Blossoms Terrace
00:10:19.040,00:10:20.150,你不知道那是什么花吗,,,
00:10:20.320,00:10:21.110,谁,00:10:20.880,00:10:22.520,Do you not know what flower that is?
00:10:21.960,00:10:23.590,怎么莞贵人每次看到小王,00:10:22.520,00:10:23.760,Who is it?
00:10:23.920,00:10:25.350,都要问谁,,,
00:10:26.680,00:10:27.830,看来小王的长相,00:10:24.280,00:10:28.000,"Lady Sourire always asks ""who is it"" when she sees me."
00:10:28.320,00:10:30.230,的确难以让人有深刻的印象,,,
00:10:30.800,00:10:32.830,王爷每次都爱在人身后突然出现,00:10:28.440,00:10:32.900,I believe my face is not very memorable.
00:10:33.760,00:10:34.750,难免叫人惊惶,,,
00:10:35.360,00:10:37.190,是莞贵人走到小王身前,00:10:32.900,00:10:37.140,"Your Lordship always appears from behind.
I couldn't help being startled."
00:10:37.640,00:10:38.750,而未发觉小王,,,
00:10:39.160,00:10:41.590,实非小王爱藏身莞贵人身后,00:10:37.140,00:10:41.140,"Nay, it was Lady Sourire who
walked towards me and didn't see me."
00:10:42.240,00:10:44.630,桐花台树木葱郁许是我失察,00:10:41.140,00:10:44.420,I had no reason to be hiding behind you.
00:10:45.200,00:10:47.630,可是王爷怎不早点出声呢,00:10:44.420,00:10:47.320,"I might have failed to notice
due to the lush plantings on the terrace."
00:10:50.000,00:10:52.190,小王今日见贵人大有愁态,00:10:47.320,00:10:50.340,But why didn't Your Lordship make a sound?
00:10:52.720,00:10:53.550,不似往日,,,
00:10:54.120,00:10:55.750,所以不敢冒昧惊扰,00:10:51.720,00:10:56.240,I saw you were not as happy as the other day.
00:10:56.720,00:10:58.830,不想还是吓着莞贵人了,00:10:56.240,00:10:58.760,So I dared not disturb you.
00:10:59.360,00:11:00.630,实非允礼所愿,,,
00:11:02.160,00:11:04.750,只是薄醉多谢王爷关怀,00:10:58.800,00:11:03.580,It wasn't my intention to startle you.
00:11:05.920,00:11:07.350,宫中夜宴欢聚,00:11:04.200,00:11:08.000,"I was slightly drunk.
I thank Your Lordship for your concern."
00:11:08.240,00:11:09.310,莞贵人怎么出来了,,,
00:11:10.960,00:11:12.070,今夜是七夕,00:11:08.000,00:11:12.240,Why did you leave the banquet?
00:11:12.400,00:11:14.190,自然是月色更动人了,00:11:12.840,00:11:17.080,"On the night of Qixi, the moon is more worthy of my time."
00:11:16.360,00:11:17.110,正是,,,
00:11:18.760,00:11:20.750,金风玉露一相逢,00:11:17.660,00:11:20.060,"Mm, exactly."
00:11:21.720,00:11:23.430,更胜人间无数,00:11:20.260,00:11:26.700,"""When the jade-green dew meets the golden wind,
their love surpasses innumerable beneath."""
00:11:24.400,00:11:27.510,如将此良夜奉与觥筹交错,,,
00:11:28.000,00:11:29.070,实在是浪费了,00:11:26.820,00:11:31.880,"It would be such a waste to
give the night away to the clinking of goblets."
00:11:30.760,00:11:31.910,如王爷所说,,,
00:11:32.440,00:11:33.990,我倒侥幸风雅一回了,00:11:32.720,00:11:36.780,"Like Your Lordship said,
I am fortunate to enjoy bardic pursuits."
00:11:35.880,00:11:38.990,莞贵人似乎很喜欢台角的小花,00:11:38.060,00:11:41.880,You seem to be fond of the flowers on the railings.
00:11:40.480,00:11:41.190,确实,,,
00:11:42.160,00:11:43.790,儿时在野外田间常见,00:11:42.000,00:11:43.860,I am.
00:11:44.160,00:11:45.270,名叫牵牛花,,,
00:11:46.440,00:11:48.150,此花在宫中甚少见到,00:11:44.000,00:11:48.100,"They are morning glories, commonly seen in the countryside."
00:11:48.520,00:11:49.830,反而更显别致了,,,
00:11:50.480,00:11:54.030,这花还有一别名 叫夕颜,00:11:48.320,00:11:52.480,But their rareness in the palace makes them delightfully unique.
00:11:54.880,00:11:56.550,的确不该是宫中所有,00:11:52.500,00:11:56.480,"The flower is also called ""the face of eventide""."
00:11:57.000,00:12:00.470,薄命之花宫中的人是不会栽植的,00:11:56.500,00:12:03.080,"It shouldn't be in the palace indeed.
The palace does not grow ill-fated flowers."
00:12:01.560,00:12:02.750,花朵也有薄命吗,,,
00:12:03.680,00:12:05.550,我以为只有女子才称薄命呢,00:12:03.420,00:12:05.620,Do flowers have an ill fate?
00:12:07.320,00:12:10.790,人云 此花卑贱只开墙角,00:12:05.620,00:12:08.800,I thought only women are said to have a hapless fate.
00:12:11.080,00:12:13.070,黄昏盛开明晨凋谢,00:12:08.860,00:12:13.100,They say it's such a lowly creature to grow in the corners.
00:12:13.600,00:12:16.110,无人欣赏故有此说,00:12:13.240,00:12:18.600,"It blooms at dusk and withers at dawn,
never to be seen by anyone."
00:12:16.640,00:12:17.830,如此便称薄命吗,,,
00:12:19.240,00:12:21.190,我倒觉得此花甚是与众不同,00:12:18.740,00:12:20.920,Is that considered ill-fated?
00:12:22.240,00:12:23.230,夕颜,00:12:21.420,00:12:24.080,I think the flower is out of the ordinary.
00:12:23.920,00:12:26.310,是夕阳下美好容颜的意思吧,00:12:24.080,00:12:28.840,"""The face of eventide"" — they are
the beautiful faces under the setting sun."
00:12:28.720,00:12:30.070,王爷也是这样觉得,,,
00:12:31.200,00:12:33.310,只是不愿意将如此清丽之花,00:12:30.200,00:12:33.140,Does Your Lordship agree?
00:12:33.960,00:12:35.230,想得过于薄命罢了,00:12:33.140,00:12:38.480,We just wouldn't believe such a beautiful flower denotes misfortune.
00:12:42.560,00:12:43.430,莞贵人呢,,,
00:12:45.640,00:12:46.470,回禀皇上,00:12:44.500,00:12:46.260,Where is Lady Sourire?
00:12:46.840,00:12:49.190,小主酒醉去偏殿更衣了,00:12:47.000,00:12:52.360,"Your Majesty, My Lady had a little too much to drink and
went to get changed in the side chamber [= powder her nose]."
00:12:51.200,00:12:52.910,莞姐姐向来不胜酒力,,,
00:12:53.160,00:12:54.390,不比皇上海量,00:12:53.120,00:12:57.140,"Sourie is a light drinker.
She can't compare with Your Majesty."
00:12:58.320,00:12:59.630,天家富贵之夜,,,
00:13:01.080,00:13:02.870,贵人各小王避世于此,,,
00:13:03.480,00:13:04.790,倒显得不合时宜了,00:13:00.260,00:13:07.300,"On a night for imperial opulence, it seems
inappropriate that we choose to seclude ourselves."
00:13:05.800,00:13:06.790,我一向短视,,,
00:13:07.480,00:13:09.510,眼前只见小小夕颜而已,,,
00:13:10.880,00:13:13.390,听闻皇史身边的安常州在,00:13:07.920,00:13:12.480,"I'm a short-sighted person.
All I see is the ""face of eventide"" tonight."
00:13:14.000,00:13:15.070,是贵人引荐的,,,
00:13:16.640,00:13:18.510,贵人伤感是否为她,00:13:13.040,00:13:18.480,I heard that you presented Attendant An to His Majesty.
00:13:21.080,00:13:22.870,宫中姐妹无分彼此,00:13:18.740,00:13:22.580,Were you unhappy because of her?
00:13:24.280,00:13:25.310,王爷见笑了,,,
00:13:25.840,00:13:27.510,其实有人分宠也是好事,00:13:23.100,00:13:27.960,"We are sisters in the palace.
I hope I did not incur ridicule by Your Lordship."
00:13:28.840,00:13:30.990,若是莞贵人集三千宠爱于一身,00:13:28.060,00:13:30.600,"In fact, it's good to have someone
to share His Majesty's favor with."
00:13:31.640,00:13:33.270,而成为六宫怨恨所在,,,
00:13:34.320,00:13:36.350,小王真当为贵人一哭啊,00:13:30.940,00:13:39.000,"I would lament for you if all the other concubines
resented you for being exclusively beloved."
00:13:37.640,00:13:38.510,多谢王爷,,,
00:13:39.240,00:13:40.310,贵人冰雪聪明,00:13:39.060,00:13:40.940,I thank Your Lordship.
00:13:40.560,00:13:41.910,小王所言也是多余,,,
00:13:42.680,00:13:44.190,只是小王冷眼旁观,00:13:41.180,00:13:44.520,"Lady Sourire has a brilliant mind.
I shouldn't have needed to say anything."
00:13:44.600,00:13:46.830,发现贵人似乎有走入迷局之象,00:13:44.920,00:13:49.320,"But watching from the sidelines, I see
you might be walking into a morass."
00:13:47.400,00:13:49.510,所以多言一句,,,
00:13:50.360,00:13:52.790,王爷多言 难能可贵,00:13:49.320,00:13:52.200,That is why I chose to say the needless words.
00:13:53.640,00:13:55.030,皇兄是一国之君,00:13:52.440,00:13:55.460,Your Lordship's words are most appreciated.
00:13:55.720,00:13:57.390,做有些事情也是无奈,00:13:55.620,00:14:00.300,"As the emperor, my brother doesn't have a choice for everything."
00:13:58.840,00:14:00.590,还望贵人多体谅皇兄,,,
00:14:02.440,00:14:04.070,其实小王很庆幸自己,00:14:00.480,00:14:03.580,I hope you will understand him.
00:14:04.520,00:14:05.670,并非帝王之身,00:14:04.160,00:14:08.340,I'm glad that I'm not one to wear the imperial mantle.
00:14:07.040,00:14:10.070,许多无奈烦扰不必牵萦于身,00:14:08.580,00:14:13.300,"I'm not to be entangled in the
dilemmas and apprehensions."
00:14:13.200,00:14:14.870,王爷美名遍天下,,,
00:14:15.640,00:14:18.150,恐怕是许多女子的春闺梦里人呢,00:14:15.260,00:14:21.320,"Your Lordship's good name has been widely heard of.
You must be the man of many girls' dreams."
00:14:21.400,00:14:22.590,允礼不敢贪心,,,
00:14:23.160,00:14:25.310,只望有一位心上人可以相伴,,,
00:14:26.080,00:14:28.470,不求娇妻美妾如云,00:14:23.600,00:14:27.860,"I dare not be greedy.
I only wish for one lady to spend my life with"
00:14:29.720,00:14:30.630,说来容易,00:14:28.260,00:14:31.620,instead of a cloud of concubines.
00:14:33.640,00:14:34.910,贵人不信小王所言,00:14:31.620,00:14:34.840,That is easier said than done.
00:14:35.840,00:14:36.870,小王私下以为,00:14:35.520,00:14:38.040,Lady Sourie seems unable to believe me?
00:14:37.360,00:14:38.670,如果真心对待一人,,,
00:14:39.200,00:14:40.790,必定要对其爱护有加,,,
00:14:41.560,00:14:44.430,不要使其心伤一丝一毫,00:14:38.040,00:14:47.680,"In my view, I must care for the person I love
so much so that she will not be unhappy in the least."
00:14:48.280,00:14:49.750,果如王爷所言,,,
00:14:50.200,00:14:52.030,乃是将来十七福晋之幸,,,
00:14:54.040,00:14:56.750,王爷今日所言对我实有裨益,00:14:50.160,00:14:55.720,"If so, the future Lady XVII is very fortunate."
00:14:57.200,00:14:58.310,贵人不必言谢,00:14:56.020,00:14:59.140,Your Lordship's advice is truly beneficial to me.
00:14:59.200,00:15:01.630,我只是不希望皇史过于宠爱贵人,00:14:59.200,00:15:01.220,"You need not thank me, Lady Sourire."
00:15:03.080,00:15:06.030,使贵人终有一日步上我额娘后尘,00:15:01.220,00:15:04.840,"I simply hope that you won't be overly favored,"
